row_index,round,codes,has_disagreement,similarities,divergence_analysis,correct_code,sim_Ava_Ben,sim_Ava_Cam,sim_Ben_Cam
214,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,1.0000001192092896,1.0000001192092896,1.0000001192092896
215,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.7345108985900879, ('Ava', 'Cam'): 0.39972299337387085, ('Ben', 'Cam'): 0.4111398458480835}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,0.7345108985900879,0.39972299337387085,0.4111398458480835
216,1,"{'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.2898333668708801, ('Ava', 'Cam'): 0.17019735276699066, ('Ben', 'Cam'): 0.5583195090293884}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['addressing', 'class']}, {'agent': 'Ben', 'code': 'Other', 'unique_terms': ['students', 'screens students']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['students posters', 'group']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ben', 'Cam']}, {'term': 'text', 'agents': ['Ben', 'Cam']}, {'term': 'teacher addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['class', 'addressing'], 'Ben': ['screens students', 'text', 'teacher addressing', 'teacher', 'students'], 'Cam': ['group', 'teacher', 'students posters', 'text', 'teacher addressing']}}",Other,0.2898333668708801,0.17019735276699066,0.5583195090293884
216,2,"{'Ava': 'GT', 'Ben': 'GT', 'Cam': 'GT'}",False,"{('Ava', 'Ben'): 0.6502799987792969, ('Ava', 'Cam'): 0.6665161848068237, ('Ben', 'Cam'): 0.8400152921676636}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,0.6502799987792969,0.6665161848068237,0.8400152921676636
217,1,"{'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.28734856843948364, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 0.28734856843948364}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'Other', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ben', 'code': 'Other', 'unique_terms': ['group student', 'specify exact', 'student', 'group', 'student addressed']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Cam']}, {'term': 'class addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class addressing', 'class', 'addressing'], 'Ben': ['student', 'group student', 'group', 'student addressed', 'specify exact'], 'Cam': ['class addressing', 'class', 'addressing']}}",GT,0.28734856843948364,1.0000001192092896,0.28734856843948364
217,2,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.3286623954772949, ('Ava', 'Cam'): 0.3286623954772949, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['text discusses', 'specific coding', 'individual card', 'text', 'specific']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['text discusses', 'text', 'specific coding', 'specific', 'individual card'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",GT,0.3286623954772949,0.3286623954772949,1.0000001192092896
217,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.44784843921661377, ('Ava', 'Cam'): 0.39008569717407227, ('Ben', 'Cam'): 0.24581119418144226}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,0.44784843921661377,0.39008569717407227,0.24581119418144226
218,1,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.2549765408039093, ('Ava', 'Cam'): 0.13444784283638, ('Ben', 'Cam'): 0.05954407900571823}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'WCT', 'unique_terms': ['notes class', 'using', 'teacher', 'teacher using']}, {'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['unclear interpret', 'accurately', 'text ambiguous', 'text', 'unclear']}], 'shared_keywords': [{'term': 'class', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['class', 'using', 'teacher using', 'teacher', 'notes class'], 'Ben': ['class'], 'Cam': ['unclear interpret', 'unclear', 'text ambiguous', 'text', 'accurately']}}",Other,0.2549765408039093,0.13444784283638,0.05954407900571823
218,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,1.0000001192092896,1.0000001192092896,1.0000001192092896
219,1,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.37406671047210693, ('Ava', 'Cam'): 0.37406671047210693, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['gt codebook', 'codebook', 'gt', 'clear indicator', 'clear']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['gt codebook', 'gt', 'codebook', 'clear indicator', 'clear'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",GT,0.37406671047210693,0.37406671047210693,1.0000001192092896
219,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.4201924204826355, ('Ava', 'Cam'): 0.5209978222846985, ('Ben', 'Cam'): 0.3024366497993469}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,0.4201924204826355,0.5209978222846985,0.3024366497993469
220,1,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.4963826537132263, ('Ava', 'Cam'): 0.47322818636894226, ('Ben', 'Cam'): 0.4289766848087311}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['student', 'group student', 'action']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['addressing']}, {'agent': 'Cam', 'code': 'GT', 'unique_terms': ['student group', 'problem', 'addressing group']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Ben']}, {'term': 'group', 'agents': ['Ava', 'Cam']}, {'term': 'teacher addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['student', 'group student', 'group', 'action', 'teacher'], 'Ben': ['teacher addressing', 'addressing', 'teacher'], 'Cam': ['group', 'student group', 'problem', 'addressing group', 'teacher addressing']}}",Other,0.4963826537132263,0.47322818636894226,0.4289766848087311
220,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",Other,1.0000001192092896,1.0000001192092896,1.0000001192092896
221,1,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.10640576481819153, ('Ava', 'Cam'): 0.10640576481819153, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['text indicates', 'used partner', 'talked user', 'text', 'used']}], 'shared_keywords': [{'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}, {'term': 'addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['used partner', 'used', 'text indicates', 'text', 'talked user'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['class addressing', 'class', 'addressing']}}",GT,0.10640576481819153,0.10640576481819153,1.0000001192092896
221,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 0.3556113839149475, ('Ava', 'Cam'): 0.3556113839149475, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,0.3556113839149475,0.3556113839149475,1.0000001192092896
222,1,"{'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.07258313149213791, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 0.07258313149213791}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['providing relevant', 'providing', 'nan providing', 'relevant information', 'relevant']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Cam']}, {'term': 'class', 'agents': ['Ava', 'Cam']}, {'term': 'class addressing', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['class addressing', 'class', 'addressing'], 'Ben': ['relevant information', 'relevant', 'providing relevant', 'providing', 'nan providing'], 'Cam': ['class addressing', 'class', 'addressing']}}",Other,0.07258313149213791,1.0000001192092896,0.07258313149213791
222,2,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 0.17596520483493805, ('Ben', 'Cam'): 0.17596520483493805}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['role cad', 'role', 'set', 'group', 'speaker']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ava', 'Ben']}, {'term': 'class', 'agents': ['Ava', 'Ben']}, {'term': 'class addressing', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['class addressing', 'class', 'addressing'], 'Ben': ['class addressing', 'class', 'addressing'], 'Cam': ['group', 'speaker', 'set', 'role cad', 'role']}}",Other,1.0000001192092896,0.17596520483493805,0.17596520483493805
222,3,"{'Ava': 'NONE', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.8557564616203308, ('Ava', 'Cam'): 0.12761342525482178, ('Ben', 'Cam'): 0.17596520483493805}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['nan']}, {'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['group']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['addressing']}], 'shared_keywords': [{'term': 'role', 'agents': ['Ava', 'Ben']}, {'term': 'speaker group', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Ben']}, {'term': 'speaker', 'agents': ['Ava', 'Ben']}], 'agent_keywords': {'Ava': ['text', 'speaker group', 'speaker', 'role', 'nan'], 'Ben': ['group', 'text', 'speaker group', 'speaker', 'role'], 'Cam': ['addressing']}}",Other,0.8557564616203308,0.12761342525482178,0.17596520483493805
223,1,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.23517119884490967, ('Ava', 'Cam'): 0.23517119884490967, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['device', 'code', 'group', 'device class', 'class group']}], 'shared_keywords': [{'term': 'addressing', 'agents': ['Ben', 'Cam']}, {'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'class addressing', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['group', 'device class', 'device', 'code', 'class group'], 'Ben': ['class addressing', 'addressing', 'class'], 'Cam': ['class addressing', 'addressing', 'class']}}",GT,0.23517119884490967,0.23517119884490967,1.0000001192092896
223,2,"{'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.10566935688257217, ('Ava', 'Cam'): 0.4847422242164612, ('Ben', 'Cam'): 0.2646285891532898}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'Other', 'Ben': 'WCT', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'Other', 'unique_terms': ['permission slips', 'device permission', 'don', 'permission', 'slips']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['teacher', 'using', 'teacher using', 'microphone']}], 'shared_keywords': [], 'agent_keywords': {'Ava': ['slips', 'permission slips', 'permission', 'don', 'device permission'], 'Ben': [], 'Cam': ['using', 'teacher using', 'teacher', 'microphone']}}",GT,0.10566935688257217,0.4847422242164612,0.2646285891532898
223,3,"{'Ava': 'WCT', 'Ben': 'WCT', 'Cam': 'WCT'}",False,"{('Ava', 'Ben'): 1.0000001192092896, ('Ava', 'Cam'): 1.0000001192092896, ('Ben', 'Cam'): 1.0000001192092896}","{'has_disagreement': False, 'unique_keywords': [], 'shared_keywords': []}",GT,1.0000001192092896,1.0000001192092896,1.0000001192092896
224,1,"{'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.5284302234649658, ('Ava', 'Cam'): 0.5674823522567749, ('Ben', 'Cam'): 0.371278315782547}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['teacher addressing', 'addressing group']}, {'agent': 'Ben', 'code': 'GT', 'unique_terms': ['rough', 'sixth grade', 'grade']}, {'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['teacher']}], 'shared_keywords': [{'term': 'sixth', 'agents': ['Ava', 'Ben']}, {'term': 'group', 'agents': ['Ava', 'Ben']}, {'term': 'text', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['text', 'teacher addressing', 'sixth', 'group', 'addressing group'], 'Ben': ['sixth grade', 'rough', 'grade', 'sixth', 'group'], 'Cam': ['text', 'teacher']}}",Other,0.5284302234649658,0.5674823522567749,0.371278315782547
224,2,"{'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'NONE'}",True,"{('Ava', 'Ben'): 0.06835947185754776, ('Ava', 'Cam'): 0.5118020176887512, ('Ben', 'Cam'): 0.18547481298446655}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'WCT', 'Cam': 'NONE'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['mentions', 'text mentions', 'mentions sixth', 'prompting']}, {'agent': 'Ben', 'code': 'WCT', 'unique_terms': ['addressing']}, {'agent': 'Cam', 'code': 'NONE', 'unique_terms': ['teacher addressing', 'group', 'sixth']}], 'shared_keywords': [{'term': 'class', 'agents': ['Ben', 'Cam']}, {'term': 'text', 'agents': ['Ava', 'Cam']}], 'agent_keywords': {'Ava': ['text mentions', 'prompting', 'mentions sixth', 'mentions', 'text'], 'Ben': ['class', 'addressing'], 'Cam': ['teacher addressing', 'text', 'sixth', 'group', 'class']}}",Other,0.06835947185754776,0.5118020176887512,0.18547481298446655
224,3,"{'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'GT'}",True,"{('Ava', 'Ben'): 0.3722856640815735, ('Ava', 'Cam'): 0.5011612176895142, ('Ben', 'Cam'): 0.6378278732299805}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'NONE', 'Ben': 'GT', 'Cam': 'GT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'NONE', 'unique_terms': ['talking', 'choice']}], 'shared_keywords': [{'term': 'teacher', 'agents': ['Ava', 'Cam']}, {'term': 'sixth', 'agents': ['Ben', 'Cam']}, {'term': 'mentions', 'agents': ['Ava', 'Ben']}, {'term': 'sixth grade', 'agents': ['Ben', 'Cam']}, {'term': 'indicating', 'agents': ['Ben', 'Cam']}, {'term': 'gt', 'agents': ['Ben', 'Cam']}], 'agent_keywords': {'Ava': ['talking', 'teacher', 'mentions', 'choice'], 'Ben': ['sixth grade', 'sixth', 'mentions', 'indicating', 'gt'], 'Cam': ['teacher', 'sixth grade', 'sixth', 'indicating', 'gt']}}",Other,0.3722856640815735,0.5011612176895142,0.6378278732299805
225,1,"{'Ava': 'GT', 'Ben': 'NONE', 'Cam': 'WCT'}",True,"{('Ava', 'Ben'): 0.24004969000816345, ('Ava', 'Cam'): 0.24266430735588074, ('Ben', 'Cam'): 0.0648050606250763}","{'has_disagreement': True, 'disagreement_pattern': {'Ava': 'GT', 'Ben': 'NONE', 'Cam': 'WCT'}, 'unique_keywords': [{'agent': 'Ava', 'code': 'GT', 'unique_terms': ['student group', 'group student', 'involves group', 'student', 'group']}, {'agent': 'Ben', 'code': 'NONE', 'unique_terms': ['indicate', 'indicate specific']}, {'agent': 'Cam', 'code': 'WCT', 'unique_terms': ['addressing']}], 'shared_keywords': [], 'agent_keywords': {'Ava': ['group', 'student group', 'student', 'group student', 'involves group'], 'Ben': ['indicate specific', 'indicate'], 'Cam': ['addressing']}}",GT,0.24004969000816345,0.24266430735588074,0.0648050606250763
